ID,Zone,Woreda,Kebele,Forest name,Area in hec.,X,Y,Remark
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352833,965697,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352838,965691,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352851,965695,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352842,965721,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352818,965720,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352796,965708,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352801,965700,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352765,965699,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352753,965708,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352755,965727,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352733,965752,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352734,965760,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352722,965769,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352732,965795,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352721,965809,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352741,965832,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352739,965840,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352766,965882,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352780,965919,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352780,965963,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352771,965967,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352765,965952,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352757,965920,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352746,965926,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352735,965908,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352735,965900,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352730,965899,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352723,965895,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352719,965889,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352719,965879,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352702,965869,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352690,965851,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352690,965841,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352685,965842,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352672,965806,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352672,965792,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352659,965778,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352656,965769,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352652,965771,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352645,965762,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352643,965737,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352648,965731,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352639,965710,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352650,965698,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352671,965725,
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352673,965735,
,,,,,,,,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,3.32 ha,351667,965416,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351653,965397,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351654,965383,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351696,965368,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351715,965338,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351737,965348,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351728,965366,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351731,965378,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351744,965372,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351749,965359,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351743,965393,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351747,965397,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351754,965394,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351771,965419,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351778,965412,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351791,965420,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351786,965424,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351799,965443,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351812,965422,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351862,965444,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351868,965455,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351858,965464,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351849,965464,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351832,965475,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351824,965472,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351822,965465,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351782,965463,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351790,965499,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351806,965500,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351803,965540,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351822,965531,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351824,965575,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351806,965572,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351798,965577,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351788,965576,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351770,965591,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351755,965577,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351706,965592,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351671,965615,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351635,965635,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351631,965632,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351650,965604,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351647,965599,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351662,965580,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351656,965574,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351667,965560,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351658,965555,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351664,965528,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351657,965517,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351643,965455,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351649,965435,
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351679,965422,
,,,,,,,,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,16.10 ha,348434,970147,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348431,970123,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348470,970103,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348476,970082,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348492,970065,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348470,970029,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348466,970008,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348431,969984,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348414,969973,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348401,969977,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348385,969960,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348381,969930,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348364,969906,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348351,969886,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348322,969867,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348298,969859,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348282,969816,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348270,969743,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348243,969714,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348215,969609,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348201,969543,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348236,969521,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348281,969404,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348328,969316,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348343,969269,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348496,969270,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348611,969231,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348443,969087,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348368,969096,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348335,969061,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348281,969052,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348228,969100,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348222,969189,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348188,969223,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348173,969282,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348210,969314,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348220,969297,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348249,969315,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348197,969398,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348178,969405,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348166,969430,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348173,969443,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348169,969452,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348157,969451,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348110,969563,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348095,969628,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348110,969647,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348104,969665,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348130,969732,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348116,969747,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348120,969768,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348161,969768,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348168,969815,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348184,969814,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348190,969827,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348177,969840,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348186,969851,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348173,969867,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348253,969956,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348269,969952,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348284,969972,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348280,969989,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348314,960037,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348365,960080,
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348373,960103,
