ID,Zone,Woreda,Kebele,Forest name,Area in hec.,X,Y,Remark,Latitude,Longitude
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349560.0,968789.0,, 8.76178° N, 37.63230° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349532.0,968795.0,, 8.76183° N, 37.63205° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349507.0,968835.0,, 8.76219° N, 37.63182° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349527.0,968928.0,, 8.76304° N, 37.63200° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349417.0,968878.0,, 8.76258° N, 37.63100° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349347.0,968926.0,, 8.76301° N, 37.63036° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349292.0,968939.0,, 8.76313° N, 37.62986° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349195.0,968994.0,, 8.76362° N, 37.62898° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349123.0,969037.0,, 8.76401° N, 37.62832° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349083.0,969088.0,, 8.76447° N, 37.62796° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349064.0,969109.0,, 8.76466° N, 37.62778° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348977.0,969110.0,, 8.76466° N, 37.62699° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348899.0,969134.0,, 8.76488° N, 37.62628° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348870.0,969134.0,, 8.76488° N, 37.62602° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348809.0,969153.0,, 8.76505° N, 37.62546° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348835.0,969230.0,, 8.76574° N, 37.62570° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348769.0,969228.0,, 8.76572° N, 37.62510° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348718.0,969250.0,, 8.76592° N, 37.62463° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348683.0,969224.0,, 8.76568° N, 37.62432° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348668.0,969177.0,, 8.76526° N, 37.62418° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348641.0,969153.0,, 8.76504° N, 37.62394° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348622.0,969131.0,, 8.76484° N, 37.62376° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348591.0,969166.0,, 8.76516° N, 37.62348° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348191.0,969165.0,, 8.76514° N, 37.61985° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348474.0,969051.0,, 8.76411° N, 37.62242° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348443.0,969050.0,, 8.76410° N, 37.62214° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348418.0,968972.0,, 8.76340° N, 37.62191° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348317.0,968974.0,, 8.76341° N, 37.62100° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348283.0,968837.0,, 8.76217° N, 37.62069° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348238.0,968877.0,, 8.76253° N, 37.62028° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348175.0,968874.0,, 8.76250° N, 37.61971° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348066.0,968853.0,, 8.76231° N, 37.61872° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348022.0,968822.0,, 8.76203° N, 37.61832° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347967.0,968832.0,, 8.76212° N, 37.61782° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347962.0,968868.0,, 8.76244° N, 37.61777° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347875.0,968920.0,, 8.76291° N, 37.61698° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347847.0,968917.0,, 8.76288° N, 37.61673° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347797.0,968869.0,, 8.76245° N, 37.61627° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347777.0,968856.0,, 8.76233° N, 37.61609° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347740.0,968879.0,, 8.76253° N, 37.61576° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347703.0,968930.0,, 8.76299° N, 37.61542° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347666.0,968878.0,, 8.76252° N, 37.61508° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347762.0,968757.0,, 8.76143° N, 37.61596° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347831.0,968720.0,, 8.76110° N, 37.61659° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347849.0,968717.0,, 8.76107° N, 37.61675° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347868.0,968753.0,, 8.76140° N, 37.61692° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347890.0,968745.0,, 8.76133° N, 37.61712° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,347913.0,968761.0,, 8.76147° N, 37.61733° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348014.0,968707.0,, 8.76099° N, 37.61825° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348107.0,968623.0,, 8.76023° N, 37.61910° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348103.0,968601.0,, 8.76003° N, 37.61906° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348157.0,968582.0,, 8.75986° N, 37.61956° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348144.0,968533.0,, 8.75942° N, 37.61944° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348163.0,968516.0,, 8.75927° N, 37.61961° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348197.0,968532.0,, 8.75941° N, 37.61992° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348246.0,968511.0,, 8.75922° N, 37.62037° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348244.0,968489.0,, 8.75902° N, 37.62035° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348280.0,968470.0,, 8.75885° N, 37.62068° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348275.0,968380.0,, 8.75804° N, 37.62063° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348352.0,968345.0,, 8.75773° N, 37.62134° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348401.0,968356.0,, 8.75783° N, 37.62178° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348452.0,968387.0,, 8.75811° N, 37.62224° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348432.0,968429.0,, 8.75849° N, 37.62206° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348457.0,968473.0,, 8.75889° N, 37.62229° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348483.0,968458.0,, 8.75875° N, 37.62252° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348530.0,968466.0,, 8.75883° N, 37.62295° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348568.0,968434.0,, 8.75854° N, 37.62330° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348632.0,968432.0,, 8.75852° N, 37.62388° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348678.0,968376.0,, 8.75802° N, 37.62430° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348781.0,968393.0,, 8.75817° N, 37.62523° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348832.0,968366.0,, 8.75793° N, 37.62570° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348868.0,968393.0,, 8.75818° N, 37.62602° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348933.0,968326.0,, 8.75757° N, 37.62662° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,348999.0,968360.0,, 8.75788° N, 37.62722° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349014.0,968353.0,, 8.75782° N, 37.62735° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349017.0,968326.0,, 8.75758° N, 37.62738° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349041.0,968337.0,, 8.75768° N, 37.62760° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349072.0,968313.0,, 8.75746° N, 37.62788° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349138.0,968360.0,, 8.75789° N, 37.62848° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349333.0,968294.0,, 8.75730° N, 37.63025° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349299.0,968191.0,, 8.75636° N, 37.62995° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349319.0,968159.0,, 8.75608° N, 37.63013° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349299.0,968123.0,, 8.75575° N, 37.62995° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349339.0,968018.0,, 8.75480° N, 37.63032° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349320.0,967988.0,, 8.75453° N, 37.63015° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349325.0,967867.0,, 8.75344° N, 37.63020° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349297.0,967845.0,, 8.75324° N, 37.62994° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349298.0,967825.0,, 8.75305° N, 37.62995° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349314.0,967817.0,, 8.75298° N, 37.63010° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349317.0,967563.0,, 8.75069° N, 37.63013° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349407.0,967535.0,, 8.75044° N, 37.63095° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349502.0,967525.0,, 8.75035° N, 37.63182° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349562.0,967498.0,, 8.75011° N, 37.63236° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349629.0,967477.0,, 8.74992° N, 37.63297° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349675.0,967346.0,, 8.74874° N, 37.63339° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349644.0,967344.0,, 8.74872° N, 37.63311° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349643.0,967318.0,, 8.74848° N, 37.63310° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349693.0,967316.0,, 8.74846° N, 37.63356° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349687.0,967260.0,, 8.74796° N, 37.63351° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349718.0,967216.0,, 8.74756° N, 37.63379° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349764.0,967229.0,, 8.74768° N, 37.63421° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349771.0,967316.0,, 8.74847° N, 37.63427° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349830.0,967322.0,, 8.74852° N, 37.63480° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349902.0,967287.0,, 8.74821° N, 37.63546° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,349972.0,967217.0,, 8.74758° N, 37.63610° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350053.0,967040.0,, 8.74598° N, 37.63684° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350075.0,966929.0,, 8.74498° N, 37.63704° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350104.0,966901.0,, 8.74473° N, 37.63731° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350113.0,966853.0,, 8.74429° N, 37.63739° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350162.0,966878.0,, 8.74452° N, 37.63784° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350164.0,966906.0,, 8.74477° N, 37.63785° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350291.0,966959.0,, 8.74526° N, 37.63901° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350285.0,967005.0,, 8.74567° N, 37.63895° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350346.0,967031.0,, 8.74591° N, 37.63950° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350368.0,967061.0,, 8.74618° N, 37.63970° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350492.0,967077.0,, 8.74633° N, 37.64083° E
,West Showa,DireInchini,Buyama Daballe,Daballe forest,,350527.0,967126.0,, 8.74677° N, 37.64115° E
,,,,,,,,, nan° N, nan° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,1.9ha,352687.0,965752.0,, 8.73442° N, 37.66082° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352702.0,965729.0,, 8.73421° N, 37.66096° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352717.0,965715.0,, 8.73409° N, 37.66110° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352734.0,965702.0,, 8.73397° N, 37.66125° E
8.0,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352730.0,965663.0,, 8.73362° N, 37.66122° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352757.0,965637.0,, 8.73338° N, 37.66146° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352765.0,965642.0,, 8.73343° N, 37.66154° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352769.0,965642.0,, 8.73343° N, 37.66157° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352769.0,965636.0,, 8.73337° N, 37.66157° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352765.0,965632.0,, 8.73334° N, 37.66154° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352772.0,965619.0,, 8.73322° N, 37.66160° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352781.0,965622.0,, 8.73325° N, 37.66168° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352781.0,965634.0,, 8.73336° N, 37.66168° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352786.0,965637.0,, 8.73338° N, 37.66173° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352781.0,965646.0,, 8.73346° N, 37.66168° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352798.0,965674.0,, 8.73372° N, 37.66183° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352824.0,965687.0,, 8.73384° N, 37.66207° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352824.0,965692.0,, 8.73388° N, 37.66207° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352833.0,965697.0,, 8.73393° N, 37.66215° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352838.0,965691.0,, 8.73387° N, 37.66220° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352851.0,965695.0,, 8.73391° N, 37.66231° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352842.0,965721.0,, 8.73414° N, 37.66223° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352818.0,965720.0,, 8.73413° N, 37.66201° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352796.0,965708.0,, 8.73403° N, 37.66181° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352801.0,965700.0,, 8.73395° N, 37.66186° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352765.0,965699.0,, 8.73394° N, 37.66153° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352753.0,965708.0,, 8.73402° N, 37.66142° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352755.0,965727.0,, 8.73420° N, 37.66144° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352733.0,965752.0,, 8.73442° N, 37.66124° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352734.0,965760.0,, 8.73449° N, 37.66125° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352722.0,965769.0,, 8.73457° N, 37.66114° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352732.0,965795.0,, 8.73481° N, 37.66123° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352721.0,965809.0,, 8.73494° N, 37.66113° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352741.0,965832.0,, 8.73514° N, 37.66131° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352739.0,965840.0,, 8.73522° N, 37.66129° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352766.0,965882.0,, 8.73560° N, 37.66154° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352780.0,965919.0,, 8.73593° N, 37.66166° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352780.0,965963.0,, 8.73633° N, 37.66166° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352771.0,965967.0,, 8.73637° N, 37.66158° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352765.0,965952.0,, 8.73623° N, 37.66153° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352757.0,965920.0,, 8.73594° N, 37.66145° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352746.0,965926.0,, 8.73599° N, 37.66135° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352735.0,965908.0,, 8.73583° N, 37.66125° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352735.0,965900.0,, 8.73576° N, 37.66125° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352730.0,965899.0,, 8.73575° N, 37.66121° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352723.0,965895.0,, 8.73571° N, 37.66115° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352719.0,965889.0,, 8.73566° N, 37.66111° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352719.0,965879.0,, 8.73557° N, 37.66111° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352702.0,965869.0,, 8.73548° N, 37.66096° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352690.0,965851.0,, 8.73531° N, 37.66085° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352690.0,965841.0,, 8.73522° N, 37.66085° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352685.0,965842.0,, 8.73523° N, 37.66080° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352672.0,965806.0,, 8.73491° N, 37.66068° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352672.0,965792.0,, 8.73478° N, 37.66068° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352659.0,965778.0,, 8.73465° N, 37.66057° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352656.0,965769.0,, 8.73457° N, 37.66054° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352652.0,965771.0,, 8.73459° N, 37.66050° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352645.0,965762.0,, 8.73451° N, 37.66044° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352643.0,965737.0,, 8.73428° N, 37.66042° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352648.0,965731.0,, 8.73423° N, 37.66047° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352639.0,965710.0,, 8.73404° N, 37.66039° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352650.0,965698.0,, 8.73393° N, 37.66049° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352671.0,965725.0,, 8.73417° N, 37.66068° E
,West Showa,DireInchini,Buyama Daballe,Daballe bamboo forest,,352673.0,965735.0,, 8.73427° N, 37.66070° E
,,,,,,,,, nan° N, nan° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,3.32 ha,351667.0,965416.0,, 8.73135° N, 37.65156° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351653.0,965397.0,, 8.73118° N, 37.65144° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351654.0,965383.0,, 8.73105° N, 37.65145° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351696.0,965368.0,, 8.73092° N, 37.65183° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351715.0,965338.0,, 8.73064° N, 37.65200° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351737.0,965348.0,, 8.73074° N, 37.65220° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351728.0,965366.0,, 8.73090° N, 37.65212° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351731.0,965378.0,, 8.73101° N, 37.65215° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351744.0,965372.0,, 8.73095° N, 37.65226° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351749.0,965359.0,, 8.73084° N, 37.65231° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351743.0,965393.0,, 8.73114° N, 37.65225° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351747.0,965397.0,, 8.73118° N, 37.65229° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351754.0,965394.0,, 8.73115° N, 37.65235° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351771.0,965419.0,, 8.73138° N, 37.65251° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351778.0,965412.0,, 8.73132° N, 37.65257° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351791.0,965420.0,, 8.73139° N, 37.65269° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351786.0,965424.0,, 8.73142° N, 37.65264° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351799.0,965443.0,, 8.73160° N, 37.65276° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351812.0,965422.0,, 8.73141° N, 37.65288° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351862.0,965444.0,, 8.73161° N, 37.65333° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351868.0,965455.0,, 8.73171° N, 37.65339° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351858.0,965464.0,, 8.73179° N, 37.65330° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351849.0,965464.0,, 8.73179° N, 37.65322° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351832.0,965475.0,, 8.73189° N, 37.65306° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351824.0,965472.0,, 8.73186° N, 37.65299° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351822.0,965465.0,, 8.73180° N, 37.65297° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351782.0,965463.0,, 8.73178° N, 37.65261° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351790.0,965499.0,, 8.73210° N, 37.65268° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351806.0,965500.0,, 8.73211° N, 37.65282° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351803.0,965540.0,, 8.73247° N, 37.65279° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351822.0,965531.0,, 8.73239° N, 37.65297° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351824.0,965575.0,, 8.73279° N, 37.65298° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351806.0,965572.0,, 8.73276° N, 37.65282° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351798.0,965577.0,, 8.73281° N, 37.65275° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351788.0,965576.0,, 8.73280° N, 37.65266° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351770.0,965591.0,, 8.73293° N, 37.65249° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351755.0,965577.0,, 8.73281° N, 37.65236° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351706.0,965592.0,, 8.73294° N, 37.65191° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351671.0,965615.0,, 8.73315° N, 37.65159° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351635.0,965635.0,, 8.73333° N, 37.65126° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351631.0,965632.0,, 8.73330° N, 37.65123° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351650.0,965604.0,, 8.73305° N, 37.65140° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351647.0,965599.0,, 8.73300° N, 37.65137° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351662.0,965580.0,, 8.73283° N, 37.65151° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351656.0,965574.0,, 8.73278° N, 37.65146° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351667.0,965560.0,, 8.73265° N, 37.65156° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351658.0,965555.0,, 8.73260° N, 37.65148° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351664.0,965528.0,, 8.73236° N, 37.65153° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351657.0,965517.0,, 8.73226° N, 37.65147° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351643.0,965455.0,, 8.73170° N, 37.65134° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351649.0,965435.0,, 8.73152° N, 37.65140° E
,West Showa,DireInchini,Buyama Daballe,Guto Degal forest,,351679.0,965422.0,, 8.73140° N, 37.65167° E
,,,,,,,,, nan° N, nan° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,16.10 ha,348434.0,970147.0,, 8.77402° N, 37.62202° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348431.0,970123.0,, 8.77381° N, 37.62199° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348470.0,970103.0,, 8.77363° N, 37.62235° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348476.0,970082.0,, 8.77344° N, 37.62241° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348492.0,970065.0,, 8.77328° N, 37.62255° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348470.0,970029.0,, 8.77296° N, 37.62235° E
,West Showa,DireInchini,Buyama Daballe,Racho bamboo forest,,348466.0,970008.0,, 8.77277° N, 37.62232° E
